OBSID,rmid,lambda,Lx,Z,MEM_MATCH_ID
0401920101,23338,26.959753000000006,6.17649e+42,0.31229115,23338
0306050701,24793,24.000288,1.30304e+42,0.23442878,24793
0782420301,25911,20.583174,1.0521400000000001e+43,0.34669083,25911
0081340801,26522,27.844542,6.54675e+42,0.38709992,26522
0655570701,28360,20.064505,8.684340000000001e+43,0.472954,28360
0673002331,28506,44.213127,4.18855e+43,0.5045954,28506
0204630301,28979,29.400549,9.913560000000001e+42,0.42075622,28979
0150620101,29138,23.649424,2.4944100000000002e+42,0.31485227,29138
0112551101,29166,24.122328,1.3044600000000001e+43,0.35233262,29166
0203170301,29221,28.805605,9.743770000000001e+42,0.39289227,29221
0741031301,29572,24.595232,1.4583800000000002e+43,0.37652022,29572
0504101301,30194,36.18901,9.24274e+42,0.4775238000000001,30194
0303110101,31012,40.063774,2.1801200000000002e+43,0.5161773000000001,31012
0112190401,31699,23.17652,7.193230000000001e+42,0.3402106,31699
0747440136,31972,25.083391,2.91408e+43,0.39163858,31972
0091140401,32256,30.498907,3.40059e+42,0.3711359,32256
0742830151,32602,20.705214,2.6750000000000003e+42,0.3957943,32602
0504101301,33243,29.522589,9.019530000000001e+42,0.50325453,33243
0305920401,33453,37.31788,4.7043e+42,0.39974824,33453
0747190631,33833,27.890306,9.137130000000001e+42,0.40013704,33833
0556210401,33971,28.36321,1.5502700000000002e+43,0.41643846,33971
0784060801,34453,22.917185,4.08362e+42,0.31095698,34453
0653290201,35833,30.010748,5.74127e+42,0.4369953,35833
0037980801,36202,44.655525,6.1538e+43,0.5598605,36202
0747420137,36665,29.720903000000003,4.77985e+43,0.42612538,36665
0303561101,37287,26.258024,5.56269e+43,0.41357848,37287
0301900501,37597,30.865026,9.649550000000001e+42,0.40251678,37597
0150600101,38471,22.215456,1.4606500000000002e+42,0.27032682,38471
0066950201,38542,56.584915,1.15822e+44,0.582825,38542
0502480701,38798,33.290565,1.09539e+43,0.44473615,38798
0653810501,38935,24.457937,7.11053e+42,0.3653241,38935
0200430201,39204,33.900764,1.9492900000000001e+43,0.48282263,39204
0140960101,39839,25.96818,1.84277e+42,0.340258,39839
0693750401,40250,33.443115,5.842040000000001e+42,0.47110692,40250
0655343842,40293,31.30742,1.5573400000000001e+43,0.5081242,40293
0112551401,40545,30.956556,3.63283e+43,0.4018866,40545
0106460101,41005,29.568354,8.478790000000001e+42,0.3967668,41005
0673150201,41310,28.088621000000003,1.0592200000000001e+43,0.40933225,41310
0747420144,41635,21.590002,1.2871700000000001e+43,0.3857261,41635
0401040101,42518,54.15937,8.77883e+42,0.5582271,42518
0763911301,42728,41.284172,2.34437e+43,0.50463784,42728
0147110101,43624,46.608162,3.29073e+43,0.52516735,43624
0700180201,43704,21.315413,2.38535e+43,0.43412176,43704
0305751001,43981,27.905561,4.2017900000000004e+45,0.4927877000000001,43981
0673150101,44024,23.32907,3.219e+42,0.3903969,44024
0693661101,44154,22.123926,5.1029800000000005e+42,0.593801,44154
0501540201,44248,23.512129,1.8212300000000002e+43,0.42625162,44248
0652401001,44423,29.263254,8.51388e+42,0.45562857,44423
0602200301,44486,23.832483,1.83989e+43,0.40593728,44486
0677180101,44593,24.000288,6.40251e+42,0.372448,44593
0151400201,44962,21.239138,8.10072e+42,0.37884855,44962
0212480701,45423,38.797615,3.81992e+42,0.46779186,45423
0677610137,45542,41.39096,6.79076e+43,0.5755654,45542
0012440101,46077,26.883478000000004,7.87544e+42,0.41358128,46077
0765001101,46088,29.202234000000004,7.84453e+42,0.43651086,46088
0650384101,46730,52.420303,6.34464e+43,0.55717087,46730
0502500101,47108,45.891174,6.456640000000001e+42,0.44356564,47108
0112551401,47416,22.154436,2.69946e+43,0.36740762,47416
0035940201,47940,23.390089,2.0771200000000002e+43,0.53098315,47940
0502780601,48035,42.291,1.24548e+43,0.55791485,48035
0742830151,48063,22.38326,5.3364000000000004e+42,0.39996937,48063
0747400139,48148,26.486849,4.80004e+43,0.43445835,48148
0780790301,49334,21.040823,1.52777e+43,0.3879914,49334
0784450501,49356,35.65509,1.68731e+43,0.5163622999999999,49356
0205390301,49459,22.825655,5.89806e+42,0.5093521,49459
0504100601,49920,28.21066,4.61386e+42,0.42816877,49920
0603500701,50614,35.304222,1.12874e+43,0.53763974,50614
0151270201,51293,23.222284,1.95513e+43,0.4152774,51293
0301651701,51643,47.00479,5.04167e+43,0.54378635,51643
0304071801,51817,25.32747,2.4051800000000003e+43,0.54722446,51817
0304071301,52064,43.08426,6.7638e+43,0.5097951000000001,52064
0652010401,52092,27.844542,1.19677e+43,0.5139429,52092
0501540201,53597,21.559492,1.17385e+43,0.3873446,53597
0504101501,53832,37.897568,4.92268e+43,0.54342586,53832
0303561601,54188,32.649857,2.1172900000000002e+44,0.47543803,54188
0724790933,55137,39.590874,7.532700000000001e+42,0.52260995,55137
0200430201,55271,29.415804,3.2334800000000003e+43,0.44944936,55271
0403190901,55412,38.873886,1.73717e+43,0.5038495,55412
0201010101,56766,29.934473,1.4875500000000001e+43,0.47644576,56766
0149880101,56897,20.934038,3.6153e+42,0.5209782000000001,56897
0720252401,56924,22.734125,2.75865e+43,0.39181513,56924
0205390301,56937,36.50937,7.138090000000001e+42,0.5454821999999999,56937
0742830142,57542,26.441084000000004,2.85783e+42,0.50144017,57542
0150620101,57880,50.360886,1.6038200000000002e+43,0.570409,57880
0650380401,60040,35.60932000000001,5.01923e+43,0.427382,60040
0108670201,61693,31.841345,9.325040000000001e+42,0.48409456,61693
0747420138,61979,20.339094,3.04105e+42,0.38587615,61979
0200430201,62406,23.390089,2.38339e+43,0.44174474,62406
0304570101,63274,22.337496,5.03393e+43,0.4162804,63274
0677640137,63350,22.123926,1.21201e+44,0.4124233,63350
0651280101,63550,21.925611,2.64428e+42,0.305843,63550
0785102301,63919,30.041258000000006,3.97993e+42,0.47354952,63919
0721740101,64014,29.629374,1.54696e+43,0.5178654,64014
0411980501,64468,23.420599,3.58278e+43,0.39410385,64468
0152530101,65109,25.556295,6.033420000000001e+42,0.4220710999999999,65109
0693661301,65536,47.233612,5.0549000000000004e+42,0.59091836,65536
0148740101,66219,26.21226,1.00278e+44,0.53943545,66219
0112850101,67029,29.629374,6.115960000000001e+42,0.46955246,67029
0677600136,67245,22.53581,2.51295e+42,0.37685215,67245
0741031501,68212,21.361177,6.735360000000001e+43,0.47788805,68212
0556210201,68328,29.797178,3.9063600000000004e+43,0.43395713,68328
0795711401,68332,21.605257,9.438500000000001e+42,0.43804434,68332
0674360101,68535,20.918783,3.3193700000000003e+42,0.37901893,68535
0671640801,70051,25.48002,4.5208e+42,0.45767984,70051
0693010301,70740,28.866625,1.05177e+43,0.4966075,70740
0744411801,70868,34.724533,2.7309200000000003e+42,0.43757787,70868
0724441001,71133,27.890306,2.26084e+43,0.47247443,71133
0690470201,71645,32.588837,2.15877e+43,0.5795616,71645
0201470101,71747,27.097048,1.9455e+43,0.50346273,71747
0405860101,72414,27.356382,3.02688e+43,0.44331825,72414
0067340601,73445,32.329506,8.87398e+42,0.45333025,73445
0673180201,73626,40.002754,1.23887e+43,0.5319218000000001,73626
0504101501,73801,25.464766,1.2894e+43,0.5116890000000001,73801
0677681232,73958,29.766668,1.4553400000000002e+43,0.41164818,73958
0677610132,74170,31.963385,2.0968e+43,0.48423448,74170
0060370901,74803,32.024406,2.13008e+43,0.45767194,74803
0783670101,75040,35.334732,6.44523e+42,0.5055784999999999,75040
0765081001,75920,24.015543,9.738220000000001e+42,0.42834958,75920
0085030101,75977,25.87665,6.30062e+43,0.43855006,75977
0763910501,76028,31.627775,7.86397e+43,0.5013889,76028
0106060501,76763,36.66192,9.457240000000001e+42,0.4920071,76763
0693661401,76915,24.885077,8.223780000000001e+42,0.48661962,76915
0655340138,77738,31.444715,9.67324e+43,0.49133858,77738
0048740101,78719,26.639399,6.66049e+42,0.44364032,78719
0300890101,78860,39.331535,4.6835700000000004e+42,0.56173766,78860
0677640136,80098,29.019175,2.94823e+43,0.51032484,80098
0601780801,80416,21.818827,5.0948100000000004e+42,0.50194144,80416
0504101401,80800,23.801973,9.45209e+42,0.44675645,80800
0200020101,80855,30.575182,3.31015e+43,0.51485795,80855
0203390801,81370,34.480453000000004,2.0865900000000001e+43,0.48395273,81370
0111282601,81379,24.152838,1.2631700000000001e+43,0.45223767,81379
0404240101,81971,31.932875,2.95381e+43,0.52314794,81971
0677610132,82317,24.595232,2.59911e+43,0.44510242,82317
0502790201,82455,21.757807,2.4697e+43,0.4098826,82455
0602200201,82838,22.734125,7.454800000000001e+42,0.4758439,82838
0655571401,83206,31.64303,1.95398e+43,0.46237513,83206
0411980401,83488,24.488447,2.5489700000000003e+43,0.48107344,83488
0652010401,85839,23.161264000000006,5.37541e+42,0.4460171,85839
0085030101,87471,20.29333,6.055330000000001e+43,0.4515613000000001,87471
0677690139,88195,30.529417,4.21675e+47,0.44629106,88195
0402250201,88321,21.010313,4.09999e+42,0.43303886,88321
0677610133,88478,23.634169,1.33999e+46,0.42986897,88478
0205090101,88579,20.995058,1.14808e+43,0.44220665,88579
0606431201,89162,28.988665,1.8923e+43,0.4766794,89162
0083000101,89715,20.567919,1.1329300000000001e+43,0.39296696,89715
0747440139,90384,28.088621000000003,1.4062900000000002e+43,0.47910723,90384
0677650139,91018,21.986631,2.65954e+43,0.47177708,91018
0760230301,91055,28.134386,1.20036e+43,0.50284755,91055
0782530201,91141,22.53581,7.912870000000001e+43,0.5309446,91141
0025740201,91185,27.798777,1.02552e+43,0.47471526,91185
0554500401,91385,25.96818,6.32774e+43,0.5600779,91385
0301900401,92055,20.04925,5.61565e+42,0.52999127,92055
0110940101,94524,22.123926,1.93844e+43,0.48428026,94524
0673002332,94774,21.590002,1.06627e+43,0.46827236,94774
0677681231,94939,23.069735,1.0684500000000001e+44,0.49463904,94939
0743900401,95743,33.473625,9.181310000000001e+42,0.5315159,95743
0106060301,96269,25.769865,6.159150000000001e+43,0.47833842,96269
0404968601,97850,26.563124,3.1429500000000003e+43,0.53163147,97850
0747390147,101645,24.137583,9.68952e+42,0.48433727,101645
0505880201,102499,24.702017,1.46169e+43,0.4648408,102499
0067540201,102952,27.432657,1.27174e+43,0.4440281,102952
0765090801,104787,20.705214,2.0901300000000002e+43,0.55191755,104787
0152530101,104880,22.87142,7.08842e+42,0.42956275,104880
0655380201,105472,25.525785,2.26421e+43,0.49128804,105472
0111160101,105993,22.47479,8.42238e+42,0.47439572,105993
0725310138,106373,27.432657,4.0366100000000003e+43,0.5206695,106373
0785102201,107693,24.595232,9.19172e+42,0.5047372999999999,107693
0202870201,109788,30.529417,2.85544e+42,0.53569263,109788
0602340401,112058,24.564722,3.2398800000000003e+43,0.5032816,112058
0504480301,114804,22.32224,1.81568e+42,0.4659819000000001,114804
0070340501,114809,30.285337,4.57322e+44,0.5070408,114809
0677590140,115192,26.502104,3.29201e+43,0.51026106,115192
0673000133,115286,20.415369,6.05914e+42,0.42149237,115286
0404967601,115944,22.62734,7.43218e+42,0.44794798,115944
0763911301,117788,32.863426000000004,4.1971800000000003e+43,0.52539307,117788
0211080701,118733,21.056078,9.28101e+42,0.43799207,118733
0761590401,118932,20.613684,2.27839e+43,0.50211763,118932
0677610134,119423,33.870255,2.7259900000000003e+43,0.58809316,119423
0693460401,119521,27.036028,1.0086500000000001e+43,0.49665794,119521
0406740101,119680,21.300158,3.5814e+42,0.43548504,119680
0146990101,120559,24.930841,3.22013e+43,0.50901556,120559
0201860101,121505,26.685163,8.01382e+42,0.5334161000000001,121505
0304570101,121571,20.29333,1.9779400000000002e+43,0.54747206,121571
0200431101,121728,26.074965,4.27593e+42,0.42604357,121728
0553911801,122894,25.083391,7.002540000000001e+43,0.53287923,122894
0111290201,123988,24.030798,9.442190000000001e+42,0.5862801999999999,123988
0081340801,126216,26.258024,1.4401400000000002e+43,0.5150935000000001,126216
0148742401,128073,28.27168,8.670260000000001e+43,0.50920683,128073
0744220401,128484,25.84614,5.35491e+42,0.5651118,128484
0747420137,128532,33.565155,6.50024e+43,0.5613514000000001,128532
0728980201,129039,23.35958,1.01301e+43,0.48657694,129039
0784521101,129193,20.842508,7.375630000000001e+42,0.49814412,129193
0763050301,130513,32.634605,2.4147e+43,0.5035488,130513
0041170201,131885,20.491644,5.11548e+42,0.4759296,131885
0742740401,132100,28.82086,6.62815e+42,0.5109902,132100
0302580701,132259,23.100245,1.02845e+43,0.46702242,132259
0693662501,133927,25.35798,4.34538e+42,0.48343262,133927
0067540201,136045,22.551065,1.0772400000000001e+43,0.47723266,136045
0762920201,136049,20.842508,1.49288e+43,0.47303483,136049
0602200201,136200,28.3327,2.37353e+43,0.55691916,136200
0504100601,136739,21.208628,7.97915e+42,0.5072992000000001,136739
0744411901,137123,22.825655,6.45838e+42,0.4248241,137123
0021740201,137814,21.971376,8.704970000000001e+42,0.5531783,137814
0652810201,137826,26.303790000000006,7.25564e+42,0.5778477,137826
0403190901,138312,26.608889,2.66973e+43,0.5639496999999999,138312
0404968601,138781,24.457937,9.626770000000001e+42,0.50366247,138781
0793183601,139551,35.79238,1.16574e+43,0.5724281999999999,139551
0655346835,140416,27.661482,1.30328e+43,0.5026661,140416
0744413301,140647,22.886675,9.090580000000001e+42,0.47931623,140647
0407030101,141041,22.398516,5.94934e+42,0.5468363,141041
0747440136,141642,24.152838,4.980200000000001e+43,0.5660696,141642
0560192001,145759,22.26122,1.26512e+43,0.5486888000000001,145759
0200431101,147083,31.261656,7.14302e+42,0.54141736,147083
0406541301,149511,21.544237,7.76445e+42,0.511709,149511
0094530401,150064,35.83815,2.18283e+43,0.52277124,150064
0763460201,152149,20.217054,1.12972e+43,0.44071826,152149
0553560801,153433,23.832483,6.73236e+43,0.49754372,153433
0147670301,154837,23.985033,1.9239200000000002e+43,0.52954775,154837
0304070201,155247,21.315413,1.56325e+43,0.5154742,155247
0747190833,155379,22.337496,3.534e+43,0.5360129,155379
0109080301,155519,24.168093,8.445040000000001e+42,0.4996224,155519
0556210201,155548,26.654654,4.77606e+43,0.54117167,155548
0124712401,157941,22.398516,9.633050000000001e+42,0.5174031,157941
0302580701,159883,27.417402000000006,1.8870300000000002e+43,0.5445770000000001,159883
0141570101,161400,22.764635,6.470480000000001e+42,0.48296094,161400
0112850101,161558,20.339094,1.2749500000000001e+43,0.48808354,161558
0067340601,161988,24.564722,1.52752e+43,0.5497333000000001,161988
0106060301,162392,22.56632,5.515950000000001e+43,0.50105286,162392
0042341301,163757,30.941301,5.374410000000001e+43,0.5225012,163757
0601780401,163978,28.988665,2.26842e+43,0.53598994,163978
0106060901,164630,32.131187,1.0360900000000001e+43,0.56751984,164630
0103660101,164812,20.644194,4.46413e+42,0.43986446,164812
0694580101,165721,21.040823,1.41775e+43,0.5472387,165721
0747190631,166433,22.62734,4.97774e+42,0.5223454000000001,166433
0108860101,168699,25.922415,1.10915e+43,0.56750935,168699
0112370601,175473,20.308584,6.1312100000000006e+41,0.49661416,175473
0761950201,175883,22.5053,1.2518300000000002e+43,0.5198795999999999,175883
0655800501,176017,22.368006,2.60067e+43,0.54086584,176017
0653680601,176968,27.020773,9.134370000000001e+43,0.56981707,176968
0143150601,178772,24.396917,2.68435e+43,0.52217615,178772
0404968501,179885,22.26122,6.1672e+42,0.52988225,179885
0414980101,181973,21.681532,1.33845e+43,0.4978059,181973
0080540101,183623,24.763037,3.6295100000000004e+42,0.52760917,183623
0556212901,184182,21.971376,6.39762e+42,0.54324794,184182
0502690601,185130,20.827253,4.28022e+42,0.4833522,185130
0204791101,186319,22.612085,2.4129800000000003e+43,0.50313425,186319
0504620301,187858,23.35958,6.17881e+43,0.5395329000000001,187858
0763460301,188206,27.173323,2.06316e+43,0.50129384,188206
0047540601,189362,23.420599,2.5107600000000003e+43,0.53472614,189362
0502060201,196885,22.59683,2.0125500000000002e+43,0.52765334,196885
0674810101,198295,26.27328,3.85092e+43,0.5368104,198295
0306370601,199198,23.969778,2.16639e+43,0.5362511,199198
0503350201,199385,25.281706,1.3449800000000002e+46,0.56210524,199385
0673002331,199413,20.674704,5.76194e+42,0.476463,199413
0655343853,199426,29.919218,1.5705e+43,0.5429604,199426
0124712101,201864,21.895102,9.54825e+42,0.55103844,201864
0153030101,202389,26.288534,3.77732e+43,0.5107429,202389
0693010601,202473,20.888273,7.241160000000001e+42,0.43300492,202473
0302160401,203563,22.26122,1.89288e+43,0.48551872,203563
0111281701,205743,26.288534,2.34936e+43,0.5633889,205743
0403160301,210426,22.215456,1.0937800000000001e+43,0.47460636,210426
0560192001,216567,22.078161,9.7712e+42,0.5257757,216567
0556211401,217745,21.025568,5.32985e+43,0.5849958000000001,217745
0724441001,218370,25.083391,4.88937e+43,0.5362665,218370
0500760101,219855,24.991861,6.25419e+42,0.5573861,219855
0744100601,220360,24.915586,6.94679e+43,0.527965,220360
0553911401,223108,20.689959,1.23377e+43,0.512314,223108
0143650101,223724,24.854567000000007,1.38081e+44,0.5810665,223724
0673850601,225279,24.198603,2.62116e+43,0.5270691,225279
0402830101,226275,23.710443,6.890100000000001e+42,0.5211799,226275
0677610134,226841,27.753012,1.92602e+43,0.5610944999999999,226841
0304160201,229235,22.062906,1.42405e+43,0.515994,229235
0148560501,230655,22.215456,8.80153e+40,0.5172838,230655
0106060301,234036,20.476389,2.5092100000000003e+45,0.5553405,234036
0094800201,234489,23.527384,1.8493200000000002e+43,0.50035506,234489
0402750601,236227,26.547869,6.42057e+42,0.58029276,236227
0673002333,236392,20.125525,4.555810000000001e+43,0.46881855,236392
0112552001,238424,21.879847,1.0223800000000001e+43,0.5198214,238424
0655381501,239482,24.000288,4.909510000000001e+43,0.5437164000000001,239482
0301651001,246489,24.946096,2.26239e+44,0.56657004,246489
0302581801,247486,20.125525,6.821570000000001e+42,0.53581786,247486
0745320101,247563,21.162863,7.961340000000001e+43,0.5565948000000001,247563
0302581801,254110,21.879847,8.408470000000001e+42,0.56371087,254110
0747430146,257835,22.703615,1.45168e+43,0.5500067,257835
0677690138,270095,21.544237,2.41451e+43,0.52694255,270095
0763910301,278206,20.857763,1.1179e+43,0.5334228,278206
0741032901,282331,22.230711,1.6488500000000001e+43,0.5524965000000001,282331
0650381701,289164,21.345922,4.99049e+43,0.53545403,289164
0700180201,290689,21.284903,3.74802e+43,0.52003044,290689
0693662501,295787,20.07976,3.4853600000000003e+42,0.5231983,295787
0550540101,300113,20.01874,4.4135900000000003e+42,0.5110166,300113
0106060901,302269,20.217054,8.299090000000001e+42,0.5400749,302269
0312191101,315601,20.873018,2.0197e+49,0.56738895,315601
0762870501,334452,22.38326,3.0883800000000004e+43,0.5758444,334452
0742500101,377658,20.979803,1.19893e+43,0.5440216,377658
0762500901,398752,25.739355,1.12082e+43,0.55606985,398752
0693661001,429203,21.910357,2.5605300000000002e+45,0.57945496,429203
0670900501,452876,23.557894,1.30963e+43,0.4928795999999999,452876
